study_id,volume_id,reconstruction
train_10870_a,train_10870_a_1,1
train_6602_a,train_6602_a_1,1
train_14286_a,train_14286_a_1,1
train_15500_a,train_15500_a_1,1
train_8757_a,train_8757_a_1,1
train_19384_a,train_19384_a_1,1
train_7657_a,train_7657_a_1,1
train_3349_a,train_3349_a_1,1
train_109_a,train_109_a_1,1
train_13506_a,train_13506_a_1,1
train_17319_a,train_17319_a_1,1
train_5975_a,train_5975_a_1,1
train_10387_a,train_10387_a_1,1
train_17336_a,train_17336_a_1,1
train_19370_a,train_19370_a_1,1
train_12153_a,train_12153_a_1,1
train_4783_a,train_4783_a_1,1
train_12412_a,train_12412_a_1,1
train_13122_a,train_13122_a_1,1
train_844_a,train_844_a_1,1
train_18275_a,train_18275_a_1,1
train_19376_a,train_19376_a_1,1
train_19774_a,train_19774_a_1,1
train_11193_a,train_11193_a_1,1
train_9618_a,train_9618_a_1,1
train_12131_a,train_12131_a_1,1
train_4334_a,train_4334_a_1,1
train_13241_a,train_13241_a_1,1
train_18381_a,train_18381_a_1,1
train_605_a,train_605_a_1,1
train_13898_a,train_13898_a_1,1
train_17126_a,train_17126_a_1,1
train_17988_a,train_17988_a_1,1
train_10141_a,train_10141_a_1,1
train_1848_a,train_1848_a_1,1
train_16814_a,train_16814_a_1,1
train_9861_a,train_9861_a_1,1
train_15289_a,train_15289_a_1,1
train_3572_a,train_3572_a_1,1
train_11012_a,train_11012_a_1,1
train_7789_a,train_7789_a_1,1
train_11744_a,train_11744_a_1,1
train_2862_a,train_2862_a_1,1
train_3611_a,train_3611_a_1,1
train_14629_a,train_14629_a_1,1
train_2721_a,train_2721_a_1,1
train_13232_a,train_13232_a_1,1
train_6958_a,train_6958_a_1,1
train_11028_a,train_11028_a_1,1
train_12896_a,train_12896_a_1,1
train_12107_a,train_12107_a_1,1
train_8187_a,train_8187_a_1,1
train_7597_a,train_7597_a_1,1
train_10531_a,train_10531_a_1,1
train_2173_a,train_2173_a_1,1
train_13196_a,train_13196_a_1,1
train_8792_a,train_8792_a_1,1
train_5882_a,train_5882_a_1,1
train_2885_a,train_2885_a_1,1
train_2134_a,train_2134_a_1,1
train_4825_a,train_4825_a_1,1
train_10752_a,train_10752_a_1,1
train_9604_a,train_9604_a_1,1
train_4715_a,train_4715_a_1,1
train_15945_a,train_15945_a_1,1
train_7767_a,train_7767_a_1,1
train_5430_a,train_5430_a_1,1
train_17953_a,train_17953_a_1,1
train_6199_a,train_6199_a_1,1
train_13045_a,train_13045_a_1,1
train_9189_a,train_9189_a_1,1
train_2457_a,train_2457_a_1,1
train_2616_a,train_2616_a_1,1
train_983_a,train_983_a_1,1
train_19336_a,train_19336_a_1,1
train_7578_a,train_7578_a_1,1
train_5580_a,train_5580_a_1,1
train_14383_a,train_14383_a_1,1
train_6388_a,train_6388_a_1,1
train_7349_a,train_7349_a_1,1
train_5045_a,train_5045_a_1,1
train_6454_a,train_6454_a_1,1
train_10992_a,train_10992_a_1,1
train_8678_a,train_8678_a_1,1
train_13922_a,train_13922_a_1,1
train_4110_a,train_4110_a_1,1
train_9565_a,train_9565_a_1,1
train_17594_a,train_17594_a_1,1
train_6452_a,train_6452_a_1,1
train_17214_a,train_17214_a_1,1
train_1300_a,train_1300_a_1,1
train_7826_a,train_7826_a_1,1
train_9448_a,train_9448_a_1,1
train_6387_a,train_6387_a_1,1
train_14819_a,train_14819_a_1,1
train_18071_a,train_18071_a_1,1
train_1852_a,train_1852_a_1,1
train_9352_a,train_9352_a_1,1
train_15105_a,train_15105_a_1,1
train_6655_a,train_6655_a_1,1
train_832_a,train_832_a_1,1
train_11956_a,train_11956_a_1,1
train_12498_a,train_12498_a_1,1
train_14014_a,train_14014_a_1,1
train_8413_a,train_8413_a_1,1
train_4862_a,train_4862_a_1,1
train_2832_a,train_2832_a_1,1
train_18112_a,train_18112_a_1,1
train_18918_a,train_18918_a_1,1
train_19332_a,train_19332_a_1,1
train_8186_a,train_8186_a_1,1
train_19007_a,train_19007_a_1,1
train_8322_a,train_8322_a_1,1
train_14528_a,train_14528_a_1,1
train_12653_a,train_12653_a_1,1
train_19151_a,train_19151_a_1,1
train_10057_a,train_10057_a_1,1
train_19137_a,train_19137_a_1,1
train_7549_a,train_7549_a_1,1
train_11378_a,train_11378_a_1,1
train_2716_a,train_2716_a_1,1
train_10063_a,train_10063_a_1,1
train_8736_a,train_8736_a_1,1
train_6964_a,train_6964_a_1,1
train_15861_a,train_15861_a_1,1
train_8923_a,train_8923_a_1,1
train_15385_a,train_15385_a_1,1
train_5180_a,train_5180_a_1,1
train_9971_a,train_9971_a_1,1
train_15671_a,train_15671_a_1,1
train_2050_a,train_2050_a_1,1
train_5435_a,train_5435_a_1,1
train_15865_a,train_15865_a_1,1
train_19021_a,train_19021_a_1,1
train_18785_a,train_18785_a_1,1
train_1967_a,train_1967_a_1,1
train_18810_a,train_18810_a_1,1
train_1849_a,train_1849_a_1,1
train_2657_a,train_2657_a_1,1
train_10990_a,train_10990_a_1,1
train_12767_a,train_12767_a_1,1
train_12334_a,train_12334_a_1,1
train_8786_a,train_8786_a_1,1
train_10301_a,train_10301_a_1,1
train_15152_a,train_15152_a_1,1
train_13361_a,train_13361_a_1,1
train_4955_a,train_4955_a_1,1
train_12194_a,train_12194_a_1,1
train_16823_a,train_16823_a_1,1
train_10611_a,train_10611_a_1,1
train_669_a,train_669_a_1,1
train_15822_a,train_15822_a_1,1
train_4767_a,train_4767_a_1,1
train_6859_a,train_6859_a_1,1
train_13505_a,train_13505_a_1,1
train_19788_a,train_19788_a_1,1
train_9009_a,train_9009_a_1,1
train_8224_a,train_8224_a_1,1
train_1513_a,train_1513_a_1,1
train_18970_a,train_18970_a_1,1
train_9537_a,train_9537_a_1,1
train_9735_a,train_9735_a_1,1
train_5225_a,train_5225_a_1,1
train_13301_a,train_13301_a_1,1
train_1384_a,train_1384_a_1,1
train_3881_a,train_3881_a_1,1
train_12535_a,train_12535_a_1,1
train_8106_a,train_8106_a_1,1
train_16878_a,train_16878_a_1,1
train_14274_a,train_14274_a_1,1
train_2253_a,train_2253_a_1,1
train_745_a,train_745_a_1,1
train_4584_a,train_4584_a_1,1
train_15809_a,train_15809_a_1,1
train_15175_a,train_15175_a_1,1
train_7933_a,train_7933_a_1,1
train_9531_a,train_9531_a_1,1
train_16774_a,train_16774_a_1,1
train_18672_a,train_18672_a_1,1
train_7095_a,train_7095_a_1,1
train_2175_a,train_2175_a_1,1
train_13561_a,train_13561_a_1,1
train_278_a,train_278_a_1,1
train_4858_a,train_4858_a_1,1
train_8576_a,train_8576_a_1,1
train_17123_a,train_17123_a_1,1
train_644_a,train_644_a_1,1
train_19812_a,train_19812_a_1,1
train_1909_a,train_1909_a_1,1
train_9016_a,train_9016_a_1,1
train_4630_a,train_4630_a_1,1
train_13541_a,train_13541_a_1,1
train_7799_a,train_7799_a_1,1
train_15533_a,train_15533_a_1,1
train_11350_a,train_11350_a_1,1
train_15172_a,train_15172_a_1,1
train_2511_a,train_2511_a_1,1
train_3312_a,train_3312_a_1,1
train_6909_a,train_6909_a_1,1
train_7197_a,train_7197_a_1,1
train_6890_a,train_6890_a_1,1
train_17038_a,train_17038_a_1,1
train_3713_a,train_3713_a_1,1
train_19347_a,train_19347_a_1,1
train_8969_a,train_8969_a_1,1
train_8079_a,train_8079_a_1,1
train_13066_a,train_13066_a_1,1
train_9725_a,train_9725_a_1,1
train_11529_a,train_11529_a_1,1
train_9208_a,train_9208_a_1,1
train_6334_a,train_6334_a_1,1
train_10025_a,train_10025_a_1,1
train_455_a,train_455_a_1,1
train_15478_a,train_15478_a_1,1
train_1112_a,train_1112_a_1,1
train_6407_a,train_6407_a_1,1
train_14617_a,train_14617_a_1,1
train_17346_a,train_17346_a_1,1
train_2940_a,train_2940_a_1,1
train_11903_a,train_11903_a_1,1
train_6511_a,train_6511_a_1,1
train_14446_a,train_14446_a_1,1
train_10356_a,train_10356_a_1,1
train_6066_a,train_6066_a_1,1
train_14311_a,train_14311_a_1,1
train_19353_a,train_19353_a_1,1
train_4571_a,train_4571_a_1,1
train_3092_a,train_3092_a_1,1
train_15847_a,train_15847_a_1,1
train_13400_a,train_13400_a_1,1
train_18556_a,train_18556_a_1,1
train_3321_a,train_3321_a_1,1
train_6031_a,train_6031_a_1,1
train_1661_a,train_1661_a_1,1
train_14344_a,train_14344_a_1,1
train_16289_a,train_16289_a_1,1
train_8745_a,train_8745_a_1,1
train_15441_a,train_15441_a_1,1
train_10890_a,train_10890_a_1,1
train_5290_a,train_5290_a_1,1
train_13796_a,train_13796_a_1,1
train_18207_a,train_18207_a_1,1
train_19082_a,train_19082_a_1,1
train_4528_a,train_4528_a_1,1
train_16887_a,train_16887_a_1,1
train_5424_a,train_5424_a_1,1
train_204_a,train_204_a_1,1
train_16287_a,train_16287_a_1,1
train_2725_a,train_2725_a_1,1
train_18669_a,train_18669_a_1,1
train_7585_a,train_7585_a_1,1
train_5605_a,train_5605_a_1,1
train_4030_a,train_4030_a_1,1
train_12727_a,train_12727_a_1,1
train_18169_a,train_18169_a_1,1
train_2976_a,train_2976_a_1,1
train_3764_a,train_3764_a_1,1
train_5283_a,train_5283_a_1,1
train_18361_a,train_18361_a_1,1
train_12976_a,train_12976_a_1,1
train_11377_a,train_11377_a_1,1
train_15476_a,train_15476_a_1,1
train_16298_a,train_16298_a_1,1
train_10649_a,train_10649_a_1,1
train_18561_a,train_18561_a_1,1
train_2845_a,train_2845_a_1,1
train_15712_a,train_15712_a_1,1
train_18435_a,train_18435_a_1,1
train_2593_a,train_2593_a_1,1
train_18767_a,train_18767_a_1,1
train_7398_a,train_7398_a_1,1
train_6712_a,train_6712_a_1,1
train_141_a,train_141_a_1,1
train_4552_a,train_4552_a_1,1
train_11132_a,train_11132_a_1,1
train_16903_a,train_16903_a_1,1
train_5961_a,train_5961_a_1,1
train_19877_a,train_19877_a_1,1
train_6466_a,train_6466_a_1,1
train_627_a,train_627_a_1,1
train_10857_a,train_10857_a_1,1
train_246_a,train_246_a_1,1
train_11820_a,train_11820_a_1,1
train_3086_a,train_3086_a_1,1
train_11019_a,train_11019_a_1,1
train_7893_a,train_7893_a_1,1
train_1253_a,train_1253_a_1,1
train_10428_a,train_10428_a_1,1
train_719_a,train_719_a_1,1
train_11685_a,train_11685_a_1,1
train_5714_a,train_5714_a_1,1
train_614_a,train_614_a_1,1
train_16117_a,train_16117_a_1,1
train_15450_a,train_15450_a_1,1
train_3362_a,train_3362_a_1,1
train_270_a,train_270_a_1,1
train_8529_a,train_8529_a_1,1
train_17162_a,train_17162_a_1,1
train_3564_a,train_3564_a_1,1
train_8847_a,train_8847_a_1,1
train_4616_a,train_4616_a_1,1
train_16677_a,train_16677_a_1,1
train_1549_a,train_1549_a_1,1
train_7393_a,train_7393_a_1,1
train_15983_a,train_15983_a_1,1
train_18508_a,train_18508_a_1,1
train_125_a,train_125_a_1,1
train_11333_a,train_11333_a_1,1
train_1820_a,train_1820_a_1,1
train_12872_a,train_12872_a_1,1
train_14911_a,train_14911_a_1,1
train_11543_a,train_11543_a_1,1
train_10833_a,train_10833_a_1,1
train_380_a,train_380_a_1,1
train_15458_a,train_15458_a_1,1
train_16303_a,train_16303_a_1,1
train_7913_a,train_7913_a_1,1
train_7966_a,train_7966_a_1,1
train_4033_a,train_4033_a_1,1
train_17260_a,train_17260_a_1,1
train_7897_a,train_7897_a_1,1
train_2078_a,train_2078_a_1,1
train_2731_a,train_2731_a_1,1
train_11170_a,train_11170_a_1,1
train_10856_a,train_10856_a_1,1
train_12044_a,train_12044_a_1,1
train_952_a,train_952_a_1,1
train_18551_a,train_18551_a_1,1
train_1114_a,train_1114_a_1,1
train_9587_a,train_9587_a_1,1
train_16994_a,train_16994_a_1,1
train_4827_a,train_4827_a_1,1
train_11240_a,train_11240_a_1,1
train_11059_a,train_11059_a_1,1
train_8938_a,train_8938_a_1,1
train_19266_a,train_19266_a_1,1
train_14202_a,train_14202_a_1,1
train_10360_a,train_10360_a_1,1
train_9400_a,train_9400_a_1,1
train_19785_a,train_19785_a_1,1
train_10265_a,train_10265_a_1,1
train_19394_a,train_19394_a_1,1
train_6088_a,train_6088_a_1,1
train_10235_a,train_10235_a_1,1
train_19949_a,train_19949_a_1,1
train_8071_a,train_8071_a_1,1
train_6819_a,train_6819_a_1,1
train_11983_a,train_11983_a_1,1
train_1536_a,train_1536_a_1,1
train_11002_a,train_11002_a_1,1
train_17934_a,train_17934_a_1,1
train_9773_a,train_9773_a_1,1
train_868_a,train_868_a_1,1
train_7119_a,train_7119_a_1,1
train_13156_a,train_13156_a_1,1
train_11285_a,train_11285_a_1,1
train_16522_a,train_16522_a_1,1
train_14258_a,train_14258_a_1,1
train_13666_a,train_13666_a_1,1
train_13009_a,train_13009_a_1,1
train_13555_a,train_13555_a_1,1
train_18912_a,train_18912_a_1,1
train_10542_a,train_10542_a_1,1
train_4483_a,train_4483_a_1,1
train_1349_a,train_1349_a_1,1
train_2800_a,train_2800_a_1,1
train_7613_a,train_7613_a_1,1
train_15597_a,train_15597_a_1,1
train_18152_a,train_18152_a_1,1
train_15421_a,train_15421_a_1,1
train_4802_a,train_4802_a_1,1
train_1397_a,train_1397_a_1,1
train_9542_a,train_9542_a_1,1
train_8976_a,train_8976_a_1,1
train_2478_a,train_2478_a_1,1
train_9296_a,train_9296_a_1,1
train_17179_a,train_17179_a_1,1
train_14276_a,train_14276_a_1,1
train_2453_a,train_2453_a_1,1
train_5263_a,train_5263_a_1,1
train_11357_a,train_11357_a_1,1
train_5188_a,train_5188_a_1,1
train_2660_a,train_2660_a_1,1
train_8217_a,train_8217_a_1,1
train_10333_a,train_10333_a_1,1
train_5935_a,train_5935_a_1,1
train_10866_a,train_10866_a_1,1
train_4230_a,train_4230_a_1,1
train_17512_a,train_17512_a_1,1
train_13716_a,train_13716_a_1,1
train_10808_a,train_10808_a_1,1
train_19422_a,train_19422_a_1,1
train_19629_a,train_19629_a_1,1
train_10049_a,train_10049_a_1,1
train_7266_a,train_7266_a_1,1
train_11269_a,train_11269_a_1,1
train_13800_a,train_13800_a_1,1
train_9141_a,train_9141_a_1,1
train_11129_a,train_11129_a_1,1
train_12511_a,train_12511_a_1,1
train_10298_a,train_10298_a_1,1
train_19598_a,train_19598_a_1,1
train_9416_a,train_9416_a_1,1
train_16841_a,train_16841_a_1,1
train_155_a,train_155_a_1,1
train_6838_a,train_6838_a_1,1
train_18252_a,train_18252_a_1,1
train_9778_a,train_9778_a_1,1
train_1678_a,train_1678_a_1,1
train_1810_a,train_1810_a_1,1
train_16870_a,train_16870_a_1,1
train_13411_a,train_13411_a_1,1
train_3111_a,train_3111_a_1,1
train_3630_a,train_3630_a_1,1
train_1308_a,train_1308_a_1,1
train_17183_a,train_17183_a_1,1
train_10278_a,train_10278_a_1,1
train_6611_a,train_6611_a_1,1
train_10674_a,train_10674_a_1,1
train_9276_a,train_9276_a_1,1
train_19410_a,train_19410_a_1,1
train_1450_a,train_1450_a_1,1
train_5394_a,train_5394_a_1,1
train_4216_a,train_4216_a_1,1
train_7339_a,train_7339_a_1,1
train_11499_a,train_11499_a_1,1
train_4039_a,train_4039_a_1,1
train_16285_a,train_16285_a_1,1
train_19482_a,train_19482_a_1,1
train_5322_a,train_5322_a_1,1
train_10218_a,train_10218_a_1,1
train_15136_a,train_15136_a_1,1
train_3233_a,train_3233_a_1,1
train_2860_a,train_2860_a_1,1
train_9042_a,train_9042_a_1,1
train_19786_a,train_19786_a_1,1
train_14005_a,train_14005_a_1,1
train_4238_a,train_4238_a_1,1
train_12116_a,train_12116_a_1,1
train_5911_a,train_5911_a_1,1
train_10572_a,train_10572_a_1,1
train_14436_a,train_14436_a_1,1
train_16409_a,train_16409_a_1,1
train_10688_a,train_10688_a_1,1
train_17084_a,train_17084_a_1,1
train_16336_a,train_16336_a_1,1
train_19464_a,train_19464_a_1,1
train_12384_a,train_12384_a_1,1
train_18581_a,train_18581_a_1,1
train_16267_a,train_16267_a_1,1
train_1590_a,train_1590_a_1,1
train_18259_a,train_18259_a_1,1
train_1695_a,train_1695_a_1,1
train_170_a,train_170_a_1,1
train_994_a,train_994_a_1,1
train_1363_a,train_1363_a_1,1
train_6474_a,train_6474_a_1,1
train_14092_a,train_14092_a_1,1
train_7143_a,train_7143_a_1,1
train_1876_a,train_1876_a_1,1
train_4498_a,train_4498_a_1,1
train_10231_a,train_10231_a_1,1
train_1826_a,train_1826_a_1,1
train_4388_a,train_4388_a_1,1
train_12435_a,train_12435_a_1,1
train_15181_a,train_15181_a_1,1
train_3986_a,train_3986_a_1,1
train_14602_a,train_14602_a_1,1
train_14063_a,train_14063_a_1,1
train_17732_a,train_17732_a_1,1
train_11672_a,train_11672_a_1,1
train_16233_a,train_16233_a_1,1
train_1105_a,train_1105_a_1,1
train_18176_a,train_18176_a_1,1
train_415_a,train_415_a_1,1
train_15343_a,train_15343_a_1,1
train_1232_a,train_1232_a_1,1
train_1541_a,train_1541_a_1,1
train_19444_a,train_19444_a_1,1
train_19940_a,train_19940_a_1,1
train_13299_a,train_13299_a_1,1
train_4759_a,train_4759_a_1,1
train_13841_a,train_13841_a_1,1
train_9571_a,train_9571_a_1,1
train_14137_a,train_14137_a_1,1
train_19860_a,train_19860_a_1,1
train_16493_a,train_16493_a_1,1
train_11470_a,train_11470_a_1,1
train_14738_a,train_14738_a_1,1
train_6143_a,train_6143_a_1,1
train_6447_a,train_6447_a_1,1
train_17460_a,train_17460_a_1,1
train_18674_a,train_18674_a_1,1
train_938_a,train_938_a_1,1
train_12710_a,train_12710_a_1,1
train_6097_a,train_6097_a_1,1
train_15404_a,train_15404_a_1,1
train_11899_a,train_11899_a_1,1
train_10765_a,train_10765_a_1,1
train_12572_a,train_12572_a_1,1
train_11911_a,train_11911_a_1,1
train_1836_a,train_1836_a_1,1
train_5815_a,train_5815_a_1,1
train_16995_a,train_16995_a_1,1
train_2341_a,train_2341_a_1,1
train_17317_a,train_17317_a_1,1
train_10328_a,train_10328_a_1,1
train_8505_a,train_8505_a_1,1
train_2138_a,train_2138_a_1,1
train_2722_a,train_2722_a_1,1
train_15281_a,train_15281_a_1,1
train_18129_a,train_18129_a_1,1
train_15877_a,train_15877_a_1,1
train_15297_a,train_15297_a_1,1
train_10227_a,train_10227_a_1,1
train_14372_a,train_14372_a_1,1
train_5810_a,train_5810_a_1,1
train_1724_a,train_1724_a_1,1
train_7344_a,train_7344_a_1,1
train_10583_a,train_10583_a_1,1
train_15251_a,train_15251_a_1,1
train_5242_a,train_5242_a_1,1
train_12321_a,train_12321_a_1,1
train_3741_a,train_3741_a_1,1
train_12373_a,train_12373_a_1,1
train_19875_a,train_19875_a_1,1
train_10427_a,train_10427_a_1,1
train_3892_a,train_3892_a_1,1
train_931_a,train_931_a_1,1
train_17407_a,train_17407_a_1,1
train_4087_a,train_4087_a_1,1
train_6264_a,train_6264_a_1,1
train_17012_a,train_17012_a_1,1
train_3472_a,train_3472_a_1,1
train_4221_a,train_4221_a_1,1
train_8900_a,train_8900_a_1,1
train_16044_a,train_16044_a_1,1
train_9556_a,train_9556_a_1,1
train_19333_a,train_19333_a_1,1
train_5940_a,train_5940_a_1,1
train_977_a,train_977_a_1,1
train_6136_a,train_6136_a_1,1
train_15544_a,train_15544_a_1,1
train_8657_a,train_8657_a_1,1
train_4079_a,train_4079_a_1,1
train_3724_a,train_3724_a_1,1
train_8622_a,train_8622_a_1,1
train_15713_a,train_15713_a_1,1
train_19862_a,train_19862_a_1,1
train_18492_a,train_18492_a_1,1
train_17864_a,train_17864_a_1,1
train_12552_a,train_12552_a_1,1
train_6236_a,train_6236_a_1,1
train_6827_a,train_6827_a_1,1
train_1925_a,train_1925_a_1,1
train_4025_a,train_4025_a_1,1
train_3620_a,train_3620_a_1,1
train_4389_a,train_4389_a_1,1
train_7936_a,train_7936_a_1,1
train_19547_a,train_19547_a_1,1
train_15303_a,train_15303_a_1,1
train_18410_a,train_18410_a_1,1
train_17680_a,train_17680_a_1,1
train_17984_a,train_17984_a_1,1
train_15871_a,train_15871_a_1,1
train_9503_a,train_9503_a_1,1
train_3432_a,train_3432_a_1,1
train_10911_a,train_10911_a_1,1
train_7808_a,train_7808_a_1,1
train_9389_a,train_9389_a_1,1
train_18693_a,train_18693_a_1,1
train_14788_a,train_14788_a_1,1
train_18065_a,train_18065_a_1,1
train_1519_a,train_1519_a_1,1
train_10426_a,train_10426_a_1,1
train_6129_a,train_6129_a_1,1
train_13032_a,train_13032_a_1,1
train_163_a,train_163_a_1,1
train_11955_a,train_11955_a_1,1
train_19270_a,train_19270_a_1,1
train_8809_a,train_8809_a_1,1
train_16859_a,train_16859_a_1,1
train_5948_a,train_5948_a_1,1
train_5669_a,train_5669_a_1,1
train_11467_a,train_11467_a_1,1
train_4058_a,train_4058_a_1,1
train_1345_a,train_1345_a_1,1
train_19279_a,train_19279_a_1,1
train_694_a,train_694_a_1,1
train_5390_a,train_5390_a_1,1
train_6643_a,train_6643_a_1,1
train_14578_a,train_14578_a_1,1
train_4834_a,train_4834_a_1,1
train_15803_a,train_15803_a_1,1
train_18757_a,train_18757_a_1,1
train_10152_a,train_10152_a_1,1
train_3849_a,train_3849_a_1,1
train_849_a,train_849_a_1,1
train_8722_a,train_8722_a_1,1
train_3481_a,train_3481_a_1,1
train_5250_a,train_5250_a_1,1
train_516_a,train_516_a_1,1
train_13453_a,train_13453_a_1,1
train_885_a,train_885_a_1,1
train_17634_a,train_17634_a_1,1
train_5835_a,train_5835_a_1,1
train_9373_a,train_9373_a_1,1
train_12735_a,train_12735_a_1,1
train_3655_a,train_3655_a_1,1
train_7797_a,train_7797_a_1,1
train_8012_a,train_8012_a_1,1
train_10331_a,train_10331_a_1,1
train_10042_a,train_10042_a_1,1
train_1896_a,train_1896_a_1,1
train_4563_a,train_4563_a_1,1
train_11925_a,train_11925_a_1,1
train_5637_a,train_5637_a_1,1
train_3665_a,train_3665_a_1,1
train_9188_a,train_9188_a_1,1
train_4740_a,train_4740_a_1,1
train_479_a,train_479_a_1,1
train_13047_a,train_13047_a_1,1
train_11136_a,train_11136_a_1,1
train_3640_a,train_3640_a_1,1
train_19975_a,train_19975_a_1,1
train_7810_a,train_7810_a_1,1
train_7140_a,train_7140_a_1,1
train_12223_a,train_12223_a_1,1
train_10469_a,train_10469_a_1,1
train_12000_a,train_12000_a_1,1
train_8572_a,train_8572_a_1,1
train_3253_a,train_3253_a_1,1
train_14518_a,train_14518_a_1,1
train_1441_a,train_1441_a_1,1
train_11307_a,train_11307_a_1,1
train_8883_a,train_8883_a_1,1
train_4215_a,train_4215_a_1,1
train_9808_a,train_9808_a_1,1
train_10973_a,train_10973_a_1,1
train_10136_a,train_10136_a_1,1
train_8394_a,train_8394_a_1,1
train_12274_a,train_12274_a_1,1
train_15436_a,train_15436_a_1,1
train_9955_a,train_9955_a_1,1
train_3483_a,train_3483_a_1,1
train_16602_a,train_16602_a_1,1
train_13425_a,train_13425_a_1,1
train_9338_a,train_9338_a_1,1
train_1563_a,train_1563_a_1,1
train_200_a,train_200_a_1,1
train_16808_a,train_16808_a_1,1
train_12314_a,train_12314_a_1,1
train_4293_a,train_4293_a_1,1
train_13362_a,train_13362_a_1,1
train_654_a,train_654_a_1,1
train_16978_a,train_16978_a_1,1
train_363_a,train_363_a_1,1
train_17441_a,train_17441_a_1,1
train_1268_a,train_1268_a_1,1
train_17085_a,train_17085_a_1,1
train_19509_a,train_19509_a_1,1
train_19084_a,train_19084_a_1,1
train_9164_a,train_9164_a_1,1
train_13249_a,train_13249_a_1,1
train_9121_a,train_9121_a_1,1
train_10827_a,train_10827_a_1,1
train_17701_a,train_17701_a_1,1
train_3945_a,train_3945_a_1,1
train_6880_a,train_6880_a_1,1
train_6364_a,train_6364_a_1,1
train_19424_a,train_19424_a_1,1
train_19522_a,train_19522_a_1,1
train_15202_a,train_15202_a_1,1
train_10470_a,train_10470_a_1,1
train_19953_a,train_19953_a_1,1
train_14615_a,train_14615_a_1,1
train_19_a,train_19_a_1,1
train_7645_a,train_7645_a_1,1
train_11698_a,train_11698_a_1,1
train_935_a,train_935_a_1,1
train_17973_a,train_17973_a_1,1
train_18326_a,train_18326_a_1,1
train_3378_a,train_3378_a_1,1
train_16112_a,train_16112_a_1,1
train_3840_a,train_3840_a_1,1
train_16934_a,train_16934_a_1,1
train_17604_a,train_17604_a_1,1
train_5661_a,train_5661_a_1,1
train_3015_a,train_3015_a_1,1
train_2791_a,train_2791_a_1,1
train_5077_a,train_5077_a_1,1
train_5053_a,train_5053_a_1,1
train_4895_a,train_4895_a_1,1
train_6072_a,train_6072_a_1,1
train_5772_a,train_5772_a_1,1
train_7854_a,train_7854_a_1,1
train_10511_a,train_10511_a_1,1
train_13083_a,train_13083_a_1,1
train_16253_a,train_16253_a_1,1
train_10782_a,train_10782_a_1,1
train_3353_a,train_3353_a_1,1
train_11683_a,train_11683_a_1,1
train_17277_a,train_17277_a_1,1
train_6202_a,train_6202_a_1,1
train_17402_a,train_17402_a_1,1
train_2597_a,train_2597_a_1,1
train_19939_a,train_19939_a_1,1
train_3154_a,train_3154_a_1,1
train_18921_a,train_18921_a_1,1
train_8296_a,train_8296_a_1,1
train_7405_a,train_7405_a_1,1
train_1280_a,train_1280_a_1,1
train_465_a,train_465_a_1,1
train_15296_a,train_15296_a_1,1
train_15571_a,train_15571_a_1,1
train_10475_a,train_10475_a_1,1
train_15376_a,train_15376_a_1,1
train_7837_a,train_7837_a_1,1
train_18575_a,train_18575_a_1,1
train_3185_a,train_3185_a_1,1
train_955_a,train_955_a_1,1
train_260_a,train_260_a_1,1
train_6366_a,train_6366_a_1,1
train_13020_a,train_13020_a_1,1
train_16475_a,train_16475_a_1,1
train_3742_a,train_3742_a_1,1
train_14346_a,train_14346_a_1,1
train_8189_a,train_8189_a_1,1
train_5149_a,train_5149_a_1,1
train_15666_a,train_15666_a_1,1
train_8335_a,train_8335_a_1,1
train_7044_a,train_7044_a_1,1
train_17516_a,train_17516_a_1,1
train_4471_a,train_4471_a_1,1
train_10204_a,train_10204_a_1,1
train_17376_a,train_17376_a_1,1
train_15366_a,train_15366_a_1,1
train_8649_a,train_8649_a_1,1
train_14143_a,train_14143_a_1,1
train_3494_a,train_3494_a_1,1
train_9651_a,train_9651_a_1,1
train_7612_a,train_7612_a_1,1
train_140_a,train_140_a_1,1
train_17939_a,train_17939_a_1,1
train_10496_a,train_10496_a_1,1
train_17729_a,train_17729_a_1,1
train_8759_a,train_8759_a_1,1
train_19355_a,train_19355_a_1,1
train_9001_a,train_9001_a_1,1
train_9601_a,train_9601_a_1,1
train_4741_a,train_4741_a_1,1
train_9919_a,train_9919_a_1,1
train_11834_a,train_11834_a_1,1
train_4551_a,train_4551_a_1,1
train_15709_a,train_15709_a_1,1
train_193_a,train_193_a_1,1
train_3735_a,train_3735_a_1,1
train_13069_a,train_13069_a_1,1
train_1718_a,train_1718_a_1,1
train_3127_a,train_3127_a_1,1
train_5537_a,train_5537_a_1,1
train_9326_a,train_9326_a_1,1
train_11058_a,train_11058_a_1,1
train_6680_a,train_6680_a_1,1
train_2891_a,train_2891_a_1,1
train_10623_a,train_10623_a_1,1
train_14342_a,train_14342_a_1,1
train_17600_a,train_17600_a_1,1
train_18357_a,train_18357_a_1,1
train_18623_a,train_18623_a_1,1
train_11183_a,train_11183_a_1,1
train_16341_a,train_16341_a_1,1
train_18107_a,train_18107_a_1,1
train_15171_a,train_15171_a_1,1
train_14249_a,train_14249_a_1,1
train_42_a,train_42_a_1,1
train_3454_a,train_3454_a_1,1
train_13682_a,train_13682_a_1,1
train_2634_a,train_2634_a_1,1
train_19866_a,train_19866_a_1,1
train_14624_a,train_14624_a_1,1
